"id","title","text","subject","date"
"431","Kesedihan Britney Spears Digugat Cerai Sam Asghari","Kini giliran Britney Spears angkat bicara soal kabar perceraiannya dengan suaminya, Sam Asghari. Dalam pernyataannya, Britney mengaku cukup kaget.","DETIKHOT","20-Aug-2023"
"432","Temuan Fosil di Brasil Diyakini Jadi Kunci Memahami Asal Dinosaurus","Ahli paleontologi Brasil menemukan fosil yang diyakini akan menjadi kunci untuk memahami asal usul dinosaurus. Berikut pernyataannya...","DETIKINET","20-Aug-2023"
"433","Dua Kali ke Indonesia, Krist Perawat: Aku Udah Enjoy Sama Makanannya","Setelah lima tahun berselang, Krist Perawat akhirnya kembali ke Indonesia. Krist pun mengungkapkan kesan keduanya berkunjung ke Indonesia.","DETIKHOT","20-Aug-2023"
"434","Rencana Elon Musk Hapus Fitur Blokir di X","Elon Musk tampaknya akan menghapus fitur blokir di X. Melalui cuitannya, Elon mengisyaratkan keinginannya menghapus fitur tersebut.","DETIKINET","20-Aug-2023"
"435","Top 5: Oklin Fia Dipolisikan hingga Isyarat Rujuk Lady Nayoan-Rendy","20Detik merangkum berita terheboh pada pekan ini. Mulai dari selebgram Oklin Fia dipolisikan oleh PB SEMMI dan Umi Pipik. Simak rangkumannya berikut ini...","DETIKNEWS","20-Aug-2023"
"436","Ayah Dea Annisa Meninggal Dunia","Ayah Dea Annisa meninggal dunia pada Sabtu (19/8) pukul 07.20 WIB. Kabar duka itu disampaikan Dea melalui Instagram Story.","DETIKHOT","19-Aug-2023"
"437","Ibunda Tora Sudiro Meninggal Dunia","Kabar duka datang dari Tora Sudiro. Sang ibu, Dyah Setyoutami Sudiro meninggal dunia.","DETIKHOT","19-Aug-2023"
"438","Alasan PNS di New York Dilarang Pakai TikTok","Pemerintah kota New York mengeluarkan arahan untuk melarang penggunaan aplikasi TikTok bagi pegawai pemerintah kota. Berikut alasannya...","DETIKINET","19-Aug-2023"
"439","Ramzi Ungkap Riwayat Penyakit Sang Ibu Sebelum Meninggal","Ramzi menceritakan riwayat penyakit sang ibu yang meninggal di usia 63 tahun, Sabtu (19/8). Almarhumah ternyata mengidap obesitas sejak lama.","DETIKHOT","19-Aug-2023"
"440","Tangis Razmi Pecah di Pemakaman Sang Ibu","Ramzi tak kuasa menahan air mata saat memberi salam perpisahan untuk sang ibunda di pemakaman, Sabtu (19/8).","DETIKHOT","19-Aug-2023"
"441","Yang Spesial dari Mini Konser 'UNVEIL' HWANG MIN HYUN di Jakarta","HWANG MIN HYUN memberikan bocoran tentang konsernya di Jakarta yang bertajuk '2023 HWANG MIN HYUN MINI CONCERT IN JAKARTA'. Kira-kira apa yang spesial?","DETIKHOT","19-Aug-2023"
"442","Jelang Konser Solo Malam Ini, HWANG MIN HYUN: Bahagia dan Deg-degan","HWANG MIN HYUN akan menggelar konser solo bertajuk '2023 HWANG MIN HYUN MINI CONCERT IN JAKARTA' di The Kasablanka Hall pada Sabtu, (19/8) malam.","DETIKHOT","19-Aug-2023"
"443","Bocoran Mas Kawin Tyas Mirasih dan Tengku Tezi","Tyas Mirasih dan Tengku Tezi akan menikah besok, Minggu (20/8) di The Manor Andara. Kepala KUA Cinere pun membocorkan mas kawin mereka.","DETIKHOT","19-Aug-2023"
"444","K-Talk: Bedah Album 'Reality Show' Bareng U-KNOW TVXQ!","U-KNOW TVXQ! baru saja comeback lewat 'Reality Show'. K-Talk pun berkesempatan nih ngobrol bareng U-KNOW. Yuk tonton!","DETIKHOT","19-Aug-2023"
"445","Didiet Maulana soal Pak Bas Cek Baju Erick Thohir: Entar Saya Bikinin Juga","Basuki Hadimuljono iseng ke Erick Thohir saat HUT ke-78 RI jadi viral. Sebagai desainer baju tersebut Didiet Maulana turut menanggapi momen viral tersebut.","WOLIPOP","18-Aug-2023"
"446","Apple Bakal Bayar Gugatan 'Batterygate' Sebesar Rp 7,6 Miliar","Pengguna iPhone lama yang mengajukan gugatan 'batterygate' bakal mendapatkan kompensasi dari Apple. Total kompensasi yang akan diberikan senilai Rp 7,6 miliar.","DETIKINET","18-Aug-2023"
"447","Sujiwo Tejo Calonkan Diri Jadi Capres Alternatif","Budayawan Sujiwo Tejo dan pelukis Nasirun maju jadi capres dan cawapres alternatif. Deklarasi ini berlangsung di Studio Nasirun di  Bantul, Kamis (17/8).","DETIKNEWS","17-Aug-2023"
"448","Indah! Upacara Kemerdekaan With View di Gunungkidul","Upacara peringatan HUT ke-78 RI di Gunungkidul terbilang unik. Digelar di atas destinasi wisata Gunung Ireng dengan pemandangan matahari terbit dari ketinggian.","DETIKTRAVEL","17-Aug-2023"
"449","Keresahan Masyarakat Jadi Alasan Umi Pipik Laporkan Oklin Fia","Pelaporn Umi Pipik terhadap Oklin Fia atas konten jilat es krim bukan sekedar karena alasan pribadi. Melainkan karena adanya keresahan masyarakat.","DETIKHOT","17-Aug-2023"
"450","Akuarium Indoor Jadi Cara Warga Jakarta Rayakan HUT RI di Tengah Polusi","Warga Jakarta memilih akuarium indoor untuk merayakan HUT ke-78 RI. JAQS ajak pengunjung menyaksikan pengibaran bendera sepanjang 25 meter di dalam akuarium.","DETIKTRAVEL","17-Aug-2023"
"451","Momen Hangat Rendy Kecup Pipi Lady Nayoan saat Ucapkan Ultah","Rendy Kjaernett memberikan doa kepada Lady Nayoan yang berulang tahun hari ini, Rabu (16/8). Selain ucapan doa, Rendy juga memberikan kecup pipi kepada Lady.","DETIKHOT","16-Aug-2023"
"452","Persiapan Nusantara United FC Hadapi Liga 2 Musim 2023/2024","Nusantara United FC akan menghadapi Liga 2 musim 2023/2024. Sederet hal tengah dipersiapkan hingga ditunjuknya El Rumi sebagai presiden klub baru.","DETIKSPORT","15-Aug-2023"
"453","El Rumi Resmi Jadi Presiden Klub Nusantara United FC","Nusantara United FC menunjuk El Rumi sebagai presiden baru pada Selasa (15/8). Nantinya klub sepakbola ini akan bermarkas di Ibu Kota Nusantara (IKN).","DETIKHOT","15-Aug-2023"
"454","Transmart Full Day Sale Bikin Pembeli Ini Borong 8 Barang Elektronik","Banyaknya promo diskon di Transmart Full Day Sale yang digelar di Kokas, Selasa (15/8), membantu banyak konsumen yang ingin merayakan Hari Kemerdekaan.","DETIKFINANCE","15-Aug-2023"
"455","Siapa yang Akan Ambil Alih Lisensi Miss Universe Indonesia?","Miss Universe Organization mencabut lisensi untuk Indonesia milik Poppy Capella imbas kasus dugaan pelecehan seksual. Apakah YPI akan kembali mengambil alih?","WOLIPOP","15-Aug-2023"
"456","Hwasa MAMAMOO Bakal Comeback Solo Perdana di Bawah P NATION","Hwasa MAMAMOO berencana akan comeback solo perdana di bawah agensi P NATION. Ia akan merilis album solo baru pada September mendatang.","DETIKHOT","15-Aug-2023"
"457","Reaksi Nagita Slavina saat Ditanya Sedang Hamil Anak Ketiga","Nagita Slavina dikabarkan tengah hamil anak ketiga. Saat ditanya perihal kabar tersebut, begini reaksi Gigi...","DETIKHOT","15-Aug-2023"
"458","Tergiur Diskon Transmart, Pembeli Ini Batalkan Niat Beli Motor Bekas","Transmart Full Day Sale mengundang antusias pembeli di luar Jakarta. Salah satu pembeli asal Semarang tergiur membeli motor usai dirinya membeli TV 2 bulan lalu","DETIKNEWS","15-Aug-2023"
"459","Jelang HUT ke-78 RI, Warga Antusias 'Merdeka Belanja' di Transmart","Masyarakat berburu kebutuhan pokok di Transmart Full Day Sale di Kota Kasablanka hari ini, Selasa (15/8). Tawaran diskonnya menggiurkan karena bisa mencapai 50%","DETIKNEWS","15-Aug-2023"
"460","Elon Musk Bakal Datangi Rumah Mark Zuckerberg untuk Adu Jotos","Elon Musk bakal mendatangi rumah Mark Zuckerberg untuk merealisasikan rencana pertarungan tinju. Hal ini terjadi usai Zuck menganggap Elon tak kunjung serius.","DETIKINET","15-Aug-2023"
"461","Kata Kemenkes soal Wacana WFH dan PJJ Imbas Polusi udara","Kemenkes bicara mengenai wacana penerapan WFH dan PJJ imbas polusi udara Jabodetabek. Berikut rencana Menkes Budi Gunadi Sadikin...","DETIKHEALTH","15-Aug-2023"
"462","Ada Transmart Full Day Sale, Pelanggan Senang Dapat Potongan Rp 400 Ribu","Ada Transmart Full Day Sale masih dalam rangka program Merdeka Belanja dengan diskon up to 50%+20%, Selasa (15/8). Dian dapat potongan harga hingga Rp 400 ribu.","DETIKFINANCE","15-Aug-2023"
"463","Aldi Taher Goes to Swedia! Bawakan 'Lesti Sayang Billar' Versi Inggris","Aldi Taher bakal menggelar konser di Swedia. Ia diundang oleh mahasiswa Indonesia serta beberapa WNA di sana untuk menyanyikan lagu-lagu legendarisnya.","DETIKHOT","15-Aug-2023"
"464","Curhat Conchita Caroline soal Keuangan Dimanipulasi Sang Ibu","Conchita Caroline curhat perihal keuangan selama bekerja dimanipulasi sang ibu. Ia menyebut hal itu terjadi sejak tahun 2018.","DETIKHOT","09-Aug-2023"
"465","Kikan Cokelat Ungkap Keinginan Ibunda Sebelum Tutup Usia","Ibunda Kikan Cokelat, Indira Damayanti meninggal dunia di usia ke 72 usai mengidap kanker hati. Kikan menyebut Ibundanya sempat punya keinginan menjelang wafat.","DETIKHOT","09-Aug-2023"
"466","Tanggapan Venna Melinda soal Ferry Tak Sanggup Beri Nafkah Iddah Rp 30 Juta","Ferry Irawan tidak sanggup membayar nafkah iddah sebesar Rp 30 juta terhadap Venna Melinda. Apa tanggapan Venna terkait hal itu?","DETIKHOT","09-Aug-2023"
"467","Apa Perbedaan Aligner Gigi dan Behel?","Selain kawat gigi atau behel, ada metode lain dalam merapikan gigi, yaitu aligner. Lantas, apa perbedaan aligner dan behel?","DETIKHEALTH","09-Aug-2023"
"468","Ketegaran Kikan Cokelat Antar Ibunda ke Peristirahatan Terakhir","Ibunda Kikan vokalis band Cokelat meninggal dunia. Mendiang ibunda Kikan dimakamkan di TPU Jeruk Purut pada Rabu (9/8) siang.","DETIKHOT","09-Aug-2023"
"469","6 Grup K-Pop yang Masuk Nominasi MTV VMAs 2023","Terdapat enam grup K-Pop yang masuk nominasi MTV VMAs 2023. Ada aespa, BLACKPINK, FIFTY FIFTY, SEVENTEEN, Stray Kids, dan TOMORROW X TOGETHER (TXT).","DETIKHOT","09-Aug-2023"
"470","Taylor Swift Borong Nominasi di MTV VMA 2023","Sederet musisi yang masuk dalam nominasi 2023 MTV (VMAs) telah diumumkan. Taylor Swift jadi yang paling banyak menyumbangkan namanya ke dalam 21 nominasi VMAs.","DETIKHOT","09-Aug-2023"
"471","Kondisi Gigi Seperti Apa yang Bisa Menggunakan Aligner?","Ada metode lain dalam merapikan gigi selain kawat gigi, yaitu aligner. Lalu, kondisi gigi seperti apa yang dapat menggunakan metode ini?","DETIKHEALTH","09-Aug-2023"
"472","Direktur MUID soal Kasus Pelecehan Seksual: Kami Segera Mengambil Sikap","Direktur Miss Universe Indonesia Poppy Capella akhirnya buka suara terkait kasus pelecehan seksual yang dialami salah satu finalis. Berikut pernyataannya...","WOLIPOP","09-Aug-2023"
"473","SM Minta Polisi Segera Investigasi Ancaman Pembunuhan WINTER aespa","SM Entertainment melaporkan ancaman pembunuhan WINTER aespa ke kepolisian. Ancaman pembunuhan itu diunggah di media sosial dan kini telah dihapus.","DETIKHOT","09-Aug-2023"
"474","Miss Universe Selidiki Kasus Pelecehan Seksual Finalis MUID","Kasus pelecehan seksual yang dilaporkan finalis MUID 2023 terdengar oleh Miss Universe Internasional. Mereka akan melakukan penyelidikan terhadap kasus tersebut","WOLIPOP","09-Aug-2023"
"475","Ledakan Supernova Paling Terang, Bisa Terlihat di Seluruh Bumi","Sebuah ledakan supernova yang terjadi pada tahun 1006 SM disinyalir menjadi ledakan paling terang yang pernah ada. Berikut lengkapnya, hanya di detikINET.","DETIKINET","09-Aug-2023"
"476","Jose Mourinho Tolak Kontrak Bernilai Fantastis dari Klub Arab Saudi","Pelatih AS Roma, Jose Mourinho tolak tawaran klub Arab Saudi. Salah satu kontraknya disebut bernilai mencapai Rp 832 miliar.","SEPAKBOLA","09-Aug-2023"
"477","Skandal Finalis Miss Universe Indonesia 2023 Diminta Telanjang","Adanya kabar peserta Miss Universe Indonesia (MUID) 2023 diminta tampil tanpa busana saat body checking atau pemeriksaan tubuh. Berikut pernyataannya...","DETIKHOT","07-Aug-2023"
"478","Syifa Hadju Akui Tak Ada Kendala Beradu Akting dengan Mantan Pacar","Syifa Hadju dipertemukan kembali dengan mantan pacarnya, Angga Yunanda di 'Catatan Si Boy'. Ia mengaku tak ada kendala harus beradu akting dengan sang mantan.","DETIKHOT","05-Aug-2023"
"479","Kemenkes Jamin Data Platform SatuSehat Sudah Aman","Kementerian Kesehatan RI menyebut platform SatuSehat sudah diakui 100 negara. Kemenkes memastikan bahwa data yang ada di platform tersebut dijamin aman.","DETIKHEALTH","05-Aug-2023"
"480","Alasan Harus Segera Jual iPhone X dan iPhone 8","Pengguna iPhone X dan iPhone 8 sebaiknya segera untuk mengganti iPhone yang lebih baru. Pasalnya, kedua iPhone tersebut tidak akan mendapat pembaruan iOS 17.","DETIKINET","05-Aug-2023"
"481","Respons Titi Kamal soal Isu Rumah Tangganya Bersama Christian Sugiono Retak","Rumah tangga Titi Kamal dan Christian Sugiono sempat dikabarkan retak. Titi ogah membahasnya.","DETIKHOT","05-Aug-2023"
"482","Tak Sabar Bertemu MOA Indonesia, TXT: Sampai Jumpa!","TOMORROW X TOGETHER atau TXT akan menggelar konser di Jakarta pada Rabu, 9 Agustus 2023. Konser ini bertajuk 'TOMORROW X TOGETHER WORLD TOUR IN JAKARTA'.","DETIKHOT","05-Aug-2023"
"483","Antusiasnya HWANG MIN HYUN Jelang Manggung di Jakarta","2023 HWANG MIN HYUN MINI CONCERT IN JAKARTA akan digelar pada Sabtu, 19 Agustus 2023 di The Kasablanka Hall. Berikut persiapan MIN HYUN...","DETIKHOT","05-Aug-2023"
"484","Guruh Soekarnoputra yang Menolak Rumahnya Dieksekusi","Rumah Guruh Soekarnoputra bakal dieksekusi PN Jaksel usai kalah gugatan perdata melawan Susy Angkawijaya. Namun, Guruh ngotot menolak rumahnya dikosongkan.","DETIKHOT","04-Aug-2023"
"485","Reaksi Aurel Hermansyah soal Kabar Mantan Sopir Atta Terzalimi","Media sosial sempat dihebohkan dengan kabar mantan sopir Atta yang merasa terzalimi hingga tak dibayar dengan gaji sepadan. Apa kata Aurel mengenai kabar itu?","DETIKHOT","04-Aug-2023"
"486","Sederet Kisah Pejuang Kreatif TikTok Bakal Meriahkan HUT RI ke-78","Kisah inspiratif pejuang kreatif di TikTok menjadi sorotan menjelang HUT Kemerdekaan RI ke-78. Salah satunya, Mikha Tambayong yang aktif berbagi konten edukasi.","DETIKINET","03-Aug-2023"
"487","Putri Tanjung Gaet 17 Podcaster di 'Ngobrol Untuk Indonesia Maju'","CXO Media akan menggelar acara bertajuk 'Ngobrol Untuk Indonesia Maju' pada Minggu (27/8). Putri Tanjung menggaet 17 podcaster di acara tersebut.","DETIKHOT","03-Aug-2023"
"488","Lizzo Buka Suara soal Tudingan Pelecehan Seksual ke Ketiga Penarinya","Lizzo dituntut oleh tiga penarinya. Ia dituding melakukan pelecehan seksual. Ia pun memberikan pernyataan terkait kasus tersebut di media sosial.","DETIKHOT","03-Aug-2023"
"489","Mark Zuckerberg Bikin Fitur Baru untuk Pertahankan Pengguna Threads","Pengguna aktif harian Threads dilaporkan semakin berkurang. Mark Zuckerberg pun menyiapkan fitur baru untuk mempertahankan pengguna Threads.","DETIKINET","03-Aug-2023"
"490","Taylor Swift Bagi-bagi Bonus Tur Konser, 1 Sopir Dapat Rp 1,5 M","Taylor Swift membagikan bonus total US$ 55 juta untuk seluruh kru konser 'The Eras Tour' di AS. 50 sopir truk dikabarkan mendapatkan bonus US$ 100 ribu.","DETIKHOT","03-Aug-2023"
"491","Lindsay Lohan soal Bentuk Tubuhnya Pasca-Lahiran: Aku Sangat Bangga!","Lindsay Lohan bicara soal bentuk tubuhnya pasca-lahiran. Ia mengunggah sebuah foto di Instagram dan menuliskan sebuah pesan.","DETIKHOT","03-Aug-2023"
"492","Rencana Pemerintah China Batasi Penggunaan HP untuk Anak-anak","China mengusulkan aturan untuk membatasi penggunaan ponsel bagi anak di bawah umur. Anak di bawah 18 tahun hanya diperbolehkan main HP maksimal dua jam sehari.","DETIKINET","03-Aug-2023"
"493","Kasus Sengketa Rumah Guruh Soekarnoputra Berawal dari Utang Rp 35 M","Rumah yang ditempati Guruh Soekarnoputra jadi sengketa usai kalah dalam gugatan melawan Susy Angkawijaya. Masalah bermula karena utang-piutang.","DETIKNEWS","03-Aug-2023"
"494","5 Kategori Konten yang Paling Diminati Pengguna TikTok Indonesia","Pengguna aktif TikTok di Indonesia tembus angka 125 juta. Berikut 5 kategori konten yang paling banyak diminati...","DETIKINET","03-Aug-2023"
"495","Permintaan Maaf Band Kotak Usai Konser di RSUD Bangil Tuai Kritik","Konser di RSUD Bangil, Pasuruan pada Rabu (2/8) malam menuai protes. Band Kotak jadi bintang tamu dalam konser tersebut. Tantri cs pun meminta maaf.","DETIKHOT","03-Aug-2023"
"496","Pembelaan Rizal Djibran soal 'Ada Pintu tapi Lewat Jendela'","Sarah sempat jelaskan bentuk kekerasan seksual yang dilakukan Rizal padanya. Tak terima dengan tudingan itu, Rizal pun lakukan pembelaan.","DETIKHOT","03-Aug-2023"
"497","Menantikan Sisi Baru V BTS Lewat Album Solo yang Diproduseri Min Hee Jin","CEO ADOR Min Hee Jin dikonfirmasi ambil andil dalam album solo V BTS. Min Hee Jin bertanggung jawab untuk musik, koreografi, desain, dan promosi album tersebut.","DETIKHOT","02-Aug-2023"
"498","Kronologi Kecelakaan Mobil yang Menimpa Jordi Onsu","Jordi Onsu kecelakaan mobil di tol Cipali pada Sabtu (29/7). Awalnya, ban mobil pecah sehingga menyebabkan mobil hilang kendali menghantam pembatas jalan.","DETIKHOT","01-Aug-2023"
"499","Kata Virgoun soal Dirinya Disebut Minta Damai ke Inara","Virgoun jalani pemeriksaan pada Kamis (27/7) terkait laporan Inara atas dugaan perzinaan. Virgoun juga membantah telah meminta damai ke Inara secara personal.","DETIKHOT","28-Jul-2023"
"500","Curhatan Bobby Joseph Sulit Lepas dari Jeratan Narkoba","Bobby Joseph ditangkap terkait narkoba untuk kedua kalinya. Ia pun meminta maaf dan mengungkapkan sulitnya lepas dari jeratan narkoba.","DETIKHOT","26-Jul-2023"
"501","Masalah Keluarga Jadi Alasan Bobby Joseph Kembali ke Narkoba","Masalah keluarga disinyalir jadi alasan Bobby Joseph kembali terjerat narkoba. Keluarganya pun disebut sudah menjenguk Bobby di Polres Jaksel, Selasa (25/7)","DETIKHOT","25-Jul-2023"
"502","Hakim Bingung Ahli Tak Dilibatkan di Pembahasan Proyek Jumbo BTS 4G","Hakim heran dengan keterangan saksi soal tak dilibatkannya ahli saat pembahasan proyek BTS 4G. Padahal, proyek tersebut memakan biaya hingga Rp 10,8 T.","DETIKNEWS","25-Jul-2023"
"503","Kembali Terjerat Narkoba, Bobby Joseph: Sulit Keluar dari Sini","Pesinetron Bobby Joseph menyampaikan permintaan maaf untuk masyarakat Indonesia dan keluarganya lantaran kembali terjerat narkoba.","DETIKHOT","25-Jul-2023"
"504","JPU Hadirkan 4 Saksi di Sidang Kasus Korupsi BTS 4G Johnny G Plate","Sidang kasus korupsi pembangunan tower BTS 4G kembali digelar, Selasa (25/7) siang. Total ada 4 saksi yang diperiksa dalam sidang ini.","DETIKNEWS","25-Jul-2023"
"505","Pesan dan Visi Prilly Latuconsina untuk Industri Film","Masuk ke dunia produksi film bersama Umay Shahab melalui Sinemaku Pictures, Prilly Latuconsina punya pesan yang ingin dibawa..","DETIKHOT","25-Jul-2023"
"506","'Oppenheimer' Picu Amarah Warga India Gegara Adegan Kitab Suci Hindu","Sebuah adegan yang menampilkan kitab suci Hindu dalam film 'Oppenheimer' memicu amarah masyarakat India. Berikut penjelasannya...","DETIKHOT","25-Jul-2023"
"507","Kesedihan Desainer Logo Burung Biru Twitter saat Diganti Jadi X","Salah satu desainer logo burung biru Twitter, Martin Grasser mengaku sedih saat tahu logo Twitter diganti menjadi X.","DETIKINET","25-Jul-2023"
"508","Lagu 'Seven' Jungkook BTS Masuk Peringkat Pertama Billboard Hot 100","Jungkook menorehkan prestasi lewat 'Seven'. Ia bersama Jimin jadi satu-satunya solois K-Pop yang masuk peringkat pertama sepanjang sejarah Billboard Hot 100.","DETIKHOT","25-Jul-2023"
"509","Penjelasan Kominfo soal Blokir X.com Milik Elon Musk","Elon Musk baru saja merilis X.com yang bila dibuka akan mengarah ke halaman web Twitter. Namun situs itu justru diblokir Kominfo. Berikut penjelasan Kominfo...","DETIKINET","25-Jul-2023"
"510","TikTok Rilis Fitur Teks, Mirip Instagram Stories?","TikTok merilis fitur baru untuk penggunanya yakni teks. Sehingga memungkinkan pengguna berbagi cerita dan konten tertulis lainnya untuk mengekspresikan diri.","DETIKINET","25-Jul-2023"
"511","Bryan Domani Kenang Momen Hampir Kehilangan Ayahnya","Lewat film 'Ketika Berhenti di Sini', Bryan Domani teringat momen saat dirinya hampir kehilangan ayahnya. Bryan jadi sadar pentingnya memperhatikan keluarga.","DETIKHOT","25-Jul-2023"
